date;temperatureavg
2010-01-01;72.41013698630137
2011-01-01;73.70986301369862
2012-01-01;73.3346994535519
2013-01-01;69.71534246575342
2014-01-01;70.22712328767123
2015-01-01;72.1627397260274
2016-01-01;72.78224043715846
2017-01-01;73.59808219178082
